,text
426,高尾山ってもしかして最高すぎるかも
427, わかる〜
428,あなたは金色。物事を客観的にみることができる。見栄っ張りで努力家。安定した人間関係が好き。言葉よりも行動で示すタイプだが、誤解を受けられやすい。灰色の人とは友人関係。 
429, お疲れさま。金曜日はなそう〜
430, そのアカウントおしえてほしいw
431, シュラスコ！！！！！！！たのしみ！！！！！！！！！
432, やきにく
433, わかる。外国で褒められまくってたら可愛くありたいと思うようになったし少し自分が好きになった
434, メンチバーガーとグラコロバーガーは萎えるww
435,かなり揺れてびっくりした
436,うお
437, リスボン、ラオス、行きたいところ多すぎるー
438, NEMは生き残る可能性全然あると思っているけど、Rippleはどうかなのかなあ。Ripple的な小さなシステムが乱立しそうなイメージがある
439, わかり
440,あ‥‥‥
441, アルトコイン決済できるようにならないかなあ、、税金えぐすぎてホールド一択
442,2011年頃にあった某2ちゃんのあれは仮想通貨のことだったのかなあと思うなど
443,おなかふいた
444, いやーほんとありがたいですわ
445, 泡立て器‥‥？
446,こんなところにいます 
447, タイのごはんおいしいよー年越しそばあげるね 
448, ありがとうー。はむさん良いお年をだよー
449, ふふふふふふ。釣り糸に荒ぶるドクターフィッシュたちあげるね 
450, タイの女の子かわいいよー小柄で目が大きくて口が大きくてよくわらう！けど、トランジットで降りた香港の女の子がかわいすぎましたね
451,ドクターなフィッシュにお世話になった 
452,このへんにいる 
453,この辺にいる 
454,この辺にいる 
455,今バンコクからカンチャナブリ行きのバスに乗ってるんだけど、隣に座ってるタイ人もFGOやってる
456,ずっと更新してなかったなぁ
457, 楽しそうなことやってるなーww
458, 順調に顔広げてるなーww 一人飲みは立ち飲み屋が気楽でいいよなー。すっと行ってすっと帰れるし
459, 立ち飲み屋だ
460, 次は直接LINEするから！！！！
461, 13時くらいから暇になってて彷徨ってたんだよなー。twitterも咲ちゃんからリプライないかなと思って投げたところあるwwビアしたかったわ‥‥
462, えええええええええまじかよ。連絡すればよかった‥‥咲ちゃんに連絡してみるか迷ったんだよなー
463,新宿で半休となった。どうしよう
464,半日休みになった
465,気にかけてくれているのはありがたいと思うんだけど、迷惑と感じるほどでもない違和感がある
466,突然LINEがきて戸惑っている。これ、履歴書の電話番号から抜いたよね‥‥
467,就職支援課の人から個人的に連絡が来るんだけど、これってどうなんだろうか‥‥‥‥
468,フロントの勉強もしようね
469,遊ぶのも同じ‥‥‥‥( ﾟдﾟ)ﾊｯ!
470,毎日やりたいことあるし、働くのはそうでもないけど会社行くのが本当にめんどくさくてもう無理になってる
471,なにもしないことを許されたいしなにもしないことでムキムキマッチョになりたい
472,なにもしたくないよ〜
473,なんとかやっていきたい
474, こわい‥‥‥笑
475, 6時半起きが一番体調良い気がするんだけどさー、そうすると夜の余裕がなくなっちゃって、睡眠時間が足りなくてつらい。困ったねー
476, これ午前の、起きる時間に悩んでる話だったのー。未だ答えが出ない
477,ルーチンの工夫バージョンを作っておけば良いんだろうなぁ
478,でも工夫をするには頭を使う必要があり、疲弊してくるとそれができなくなるのが悩みどころ
479,工夫をすると気合いとかいう言葉を使う機会がほぼなくなるのでライフハック
480,なので、めんどくさいと思わないような工夫を色んなところでしている
481,私が他の人と違うところは、めんどくさいと思うとまじで行かないところなんだよな
482,会社いくのめんどくさいなー
483,かわいい
484,8時は遅いけど、7時半で十分感はある
485,6時半に起きてるけど、8時でも間に合うんだよね
486,んんんんん
487,夜がおそく朝がねむい
488,開始10時のリズムに未だ慣れない
489, ほっこりした！！
490,ブラック企業の定義は絶対的なものであった方が良いんだろうな
491, 朝から良い話をありがとう
492, ｵｶｴﾘｯ
493,フウゾク
494,こんなに好きじゃなかったら早々に引っ越してますね
495,八王子のこと、実はとっても好き
496,そのポッキー絶対振り回しちゃだめな音がする
497,おもしろかわいくて何度も見てしまう‥‥‥。
498,まちゃまちゃ八王子じゃなかった‥‥‥
499,ヒロミとか
500,まちゃまちゃとか、たかみなとか
501,八王子出身の人ってわかる〜〜〜〜〜って雰囲気がある
502,このポッキー何でできてるんだろ‥‥‥‥ガードレールかな‥‥
503,風景が馴染み深いだけで親近感湧いてしまうな？
504,ｶｰﾝｶｰﾝｯ
505,真ん中の子が好みで、右の子が一番八王子っぽい
506,あれ‥‥‥‥‥かわいい
507,たしかにだなぁ
508,ｺﾛｼﾃ
509,ﾄｱﾙｺﾄﾗｼﾞｬ ﾌﾟﾙﾌﾟﾙ
510,ティッシュというものがあってね
511,見るのは気持ちが悪いけど、その辺に捨てずに自分の体内で処理すのは、気遣いやさんなんだなぁ
512,前に座ってる若いお兄さん、今ハナクソ食べた
